,op_id,op_type,suc,MACA,CV_DSP
427,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_1/Conv2d_0a_1x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_1/Conv2d_0a_1x1/Relu'],139440,950620
428,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_0/Conv2d_1x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/concat'],145519,145519
429,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_1/Conv2d_0a_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_1/Conv2d_0b_1x7/Relu'],143817,143817
430,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_1/Conv2d_0b_1x7/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_1/Conv2d_0b_1x7/Relu'],147233,938406
431,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_1/Conv2d_0b_1x7/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_1/Conv2d_0c_7x1/Relu'],144631,144631
432,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_1/Conv2d_0c_7x1/Relu,Conv,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_1/Conv2d_0c_7x1/Relu'],125630,504586
433,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Branch_1/Conv2d_0c_7x1/Relu,Relu,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/concat'],145519,145519
434,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/concat,Concat,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/mul'],144096,144096
435,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/mul,Conv,['TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Relu'],201851,7202833
436,TFLITE2ONNX_FAF_InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Relu,Add,['InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Relu'],-1,167321
437,InceptionResnetV2/InceptionResnetV2/Repeat_1/block17_20/Relu,Relu,['InceptionResnetV2/AuxLogits/Conv2d_1a_3x3/AvgPool'],121101,121101
438,InceptionResnetV2/AuxLogits/Conv2d_1a_3x3/AvgPool,AveragePool,['TFLITE2ONNX_FAF_InceptionResnetV2/AuxLogits/Conv2d_1b_1x1/Relu'],74734,297302
439,TFLITE2ONNX_FAF_InceptionResnetV2/AuxLogits/Conv2d_1b_1x1/Relu,Conv,['InceptionResnetV2/AuxLogits/Conv2d_1b_1x1/Relu'],70045,1620758
440,InceptionResnetV2/AuxLogits/Conv2d_1b_1x1/Relu,Relu,['TFLITE2ONNX_FAF_InceptionResnetV2/AuxLogits/Conv2d_2a_5x5/Relu'],140923,140923
441,TFLITE2ONNX_FAF_InceptionResnetV2/AuxLogits/Conv2d_2a_5x5/Relu,Conv,['InceptionResnetV2/AuxLogits/Conv2d_2a_5x5/Relu'],183193,562149
442,InceptionResnetV2/AuxLogits/Conv2d_2a_5x5/Relu,Relu,['InceptionResnetV2/AuxLogits/Logits/BiasAdd'],140716,140716
443,InceptionResnetV2/AuxLogits/Logits/BiasAdd,Gemm,[],300,300
