,op_id,op_type,suc,cpu_b,cpu_s,gpu,data_size,"('cpu_b', 'cpu_b')","('cpu_b', 'cpu_s')","('cpu_b', 'gpu')","('cpu_s', 'cpu_b')","('cpu_s', 'cpu_s')","('cpu_s', 'gpu')","('gpu', 'cpu_b')","('gpu', 'cpu_s')","('gpu', 'gpu')"
355,355,355,"[356, 357, 362]",71.29199999999999,296.919,0.0,"[532480.0, 532480.0, 532480.0]","[0, 0, 0]","[208.70665335549944, 208.70665335549944, 208.70665335549944]","[233.4762586852605, 233.4762586852605, 233.4762586852605]","[127.34565334292736, 127.34565334292736, 127.34565334292736]","[225.11202769197052, 225.11202769197052, 225.11202769197052]","[382.31269260291026, 382.31269260291026, 382.31269260291026]","[126.21344158323812, 126.21344158323812, 126.21344158323812]","[223.9798159322813, 223.9798159322813, 223.9798159322813]","[140.49604221635883, 140.49604221635883, 140.49604221635883]"
356,356,356,[360],1253.7189999999998,3029.149,1566.7837200000001,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
357,357,357,[358],1295.4279999999999,2955.232,1469.3179,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
358,358,358,[359],494.08799999999997,1318.26,591.31402,[57344.0],[0],[22.476101130592248],[25.143597089181903],[13.714147283084486],[0],[41.172136126467265],[13.592216785887182],[24.12090325424568],[0]
359,359,359,[360],637.173,1471.845,676.1214,[65536.0],[0],[25.686972720676856],[28.7355395304936],[15.673311180667984],[0],[47.05386985881973],[15.533962041013922],[27.566746576280778],[0]
360,360,360,[361],56.083,123.75099999999999,56.84548,[114688.0],[0],[44.952202261184496],[50.287194178363805],[27.428294566168972],[0],[82.34427225293453],[27.184433571774363],[48.24180650849136],[0]
361,361,361,[362],2882.65,6879.7210000000005,2789.7371000000003,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
362,362,362,[363],145.418,371.212,245.58118000000002,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
363,363,363,"[364, 365, 370]",67.958,293.753,0.0,"[532480.0, 532480.0, 532480.0]","[0, 0, 0]","[208.70665335549944, 208.70665335549944, 208.70665335549944]","[233.4762586852605, 233.4762586852605, 233.4762586852605]","[127.34565334292736, 127.34565334292736, 127.34565334292736]","[225.11202769197052, 225.11202769197052, 225.11202769197052]","[382.31269260291026, 382.31269260291026, 382.31269260291026]","[126.21344158323812, 126.21344158323812, 126.21344158323812]","[223.9798159322813, 223.9798159322813, 223.9798159322813]","[140.49604221635883, 140.49604221635883, 140.49604221635883]"
364,364,364,[368],1239.8439999999998,3071.899,1564.51788,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
365,365,365,[366],1249.5939999999998,3109.192,1602.139,[49152.0],[0],[19.26522954050764],[21.5516546478702],[11.754983385500989],[0],[35.29040239411479],[11.650471530760441],[20.67505993221058],[0]
366,366,366,[367],501.838,1169.259,514.1333999999999,[57344.0],[0],[22.476101130592248],[25.143597089181903],[13.714147283084486],[0],[41.172136126467265],[13.592216785887182],[24.12090325424568],[0]
367,367,367,[368],642.047,1502.8039999999999,494.54657999999995,[65536.0],[0],[25.686972720676856],[28.7355395304936],[15.673311180667984],[0],[47.05386985881973],[15.533962041013922],[27.566746576280778],[0]
368,368,368,[369],48.75,124.75100000000002,44.99952,[114688.0],[0],[44.952202261184496],[50.287194178363805],[27.428294566168972],[0],[82.34427225293453],[27.184433571774363],[48.24180650849136],[0]
369,369,369,[370],2736.482,6910.805,2784.9945599999996,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
370,370,370,[371],185.21,422.42,260.11964,[532480.0],[0],[208.70665335549944],[233.4762586852605],[127.34565334292736],[225.11202769197052],[382.31269260291026],[126.21344158323812],[223.9798159322813],[140.49604221635883]
371,371,371,[372],9237.248,22178.717,10382.169539999999,[393216.0],[0],[154.12183632406112],[172.4132371829616],[94.03986708400791],[166.23657429560902],[282.32321915291834],[93.20377224608353],[165.40047945768464],[103.7509234828496]
372,372,372,[373],243.211,838.923,121.286,[6144.0],[0],[2.408153692563455],[2.693956830983775],[1.4693729231876236],[0],[4.411300299264349],[1.4563089413450552],[2.5843824915263225],[0]
373,373,373,[374],84.33399999999999,185.293,78.66566,[6144.0],[0],[2.408153692563455],[2.693956830983775],[1.4693729231876236],[0],[4.411300299264349],[1.4563089413450552],[2.5843824915263225],[0]
374,374,374,[375],752.256,1350.9270000000001,961.45706,[4004.0],[0],[1.5693762019895956],[1.7556320233169003],[0.9575796198638094],[0],[2.874812239299228],[0.9490659181552086],[1.6842232252720373],[0]
375,375,375,[],43.876,66.12599999999999,371.51222,[],[],[],[],[],[],[],[],[],[]
